Age,Height,Weight,Foot,Country,Player_score
26,179,78,Right,England,20
26,183,74,Right,Germany,70
26,184,80,Right,England,46
26,190,81,Right,England,13
26,181,76,Right,Italy,98
26,180,77,Right,Germany,51
26,182,76,Right,Germany,90
26,181,80,Right,Italy,67
26,174,69,Right,Italy,48
26,191,81,Right,England,78
26,180,75,Right,Germany,13
26,190,93,Right,Germany,64
26,188,80,Right,England,78
26,182,71,Right,Germany,52
26,184,71,Right,England,1
26,180,74,Right,England,62
26,190,86,Right,Italy,54
26,184,78,Right,England,43
26,181,72,Right,England,28
26,183,76,Right,England,1
26,179,70,Right,Italy,47
26,182,77,Right,Germany,66
26,188,81,Right,Germany,38
26,191,85,Right,Germany,15
26,186,79,Right,England,96
26,191,74,Right,Italy,92
26,185,81,Right,Germany,36
26,173,60,Right,Italy,66
26,184,79,Right,Italy,44
26,177,82,Right,Germany,35
26,178,71,Right,Italy,37
26,179,72,Right,Germany,72
26,184,80,Right,Germany,82
26,176,75,Right,Germany,75
26,175,71,Right,Italy,38
26,176,60,Right,England,50
26,181,73,Right,Italy,58
26,189,80,Right,Germany,47
26,191,85,Right,Germany,81
26,188,83,Right,Italy,59
26,189,85,Right,Germany,62
26,179,73,Right,Germany,48
26,167,63,Right,Italy,56
26,177,81,Right,England,33
26,193,88,Right,England,3
26,191,84,Right,Germany,54
26,175,69,Right,Germany,29
26,180,75,Right,Italy,48
26,183,81,Right,Germany,4
26,188,80,Right,England,84
26,180,88,Right,England,39
26,188,83,Right,Italy,46
26,195,88,Right,England,96
26,191,80,Right,England,68
26,182,76,Right,Italy,94
26,187,83,Right,Germany,44
26,183,78,Right,England,19
26,182,78,Right,Germany,42
26,183,76,Right,Italy,27
26,187,83,Right,Italy,69
26,170,70,Right,England,9
26,183,77,Right,Germany,44
26,176,70,Right,Germany,69
26,179,72,Right,Italy,38
26,175,64,Right,Germany,96
26,175,74,Right,Italy,94
26,180,65,Right,Italy,80
26,183,72,Right,England,93
26,178,65,Right,England,59
26,188,79,Right,England,61
26,180,72,Right,Germany,6
26,178,68,Right,Italy,29
26,181,80,Right,England,1
26,190,79,Right,Germany,38
26,185,78,Right,Italy,45
26,188,80,Right,Germany,55
26,178,72,Right,Italy,4
26,174,73,Right,Germany,11
26,175,75,Right,England,73
26,168,63,Right,England,86
26,173,71,Right,Italy,47
26,180,81,Right,Italy,40
26,190,80,Right,Italy,11
26,182,76,Right,Italy,53
26,190,90,Right,Italy,92
26,181,72,Right,Italy,74
26,179,75,Right,Germany,71
26,188,74,Right,Italy,49
26,175,72,Right,Germany,75
26,188,74,Right,England,61
26,180,75,Right,England,53
26,184,77,Right,Italy,91
26,178,74,Right,Italy,6
26,175,70,Right,England,28
26,190,86,Right,Italy,34
26,182,70,Right,Germany,17
26,182,75,Right,Italy,72
26,163,64,Right,England,27
26,185,78,Right,England,4
26,193,92,Right,Germany,68
26,187,80,Right,Germany,47
26,188,84,Right,Italy,63
26,185,84,Right,Germany,90
26,184,72,Right,England,71
26,181,79,Right,Germany,34
26,187,83,Right,Germany,29
26,188,88,Right,England,26
26,171,67,Right,Germany,77
26,170,69,Right,England,39
26,185,86,Right,Italy,27
26,183,80,Right,Germany,77
26,175,67,Right,Italy,87
26,184,90,Right,England,39
26,194,88,Right,Germany,76
26,168,61,Right,England,42
26,193,87,Right,Germany,26
26,189,70,Right,England,94
26,173,70,Right,Italy,59
26,181,67,Right,Italy,90
26,178,68,Right,Italy,46
26,175,65,Right,England,76
26,187,79,Right,Italy,33
26,194,86,Right,Germany,78
26,180,72,Right,Italy,38
26,170,63,Right,Germany,85
26,185,77,Right,England,79
26,177,70,Right,England,82
26,182,79,Right,England,62
26,178,69,Right,Italy,55
26,193,90,Right,Germany,89
26,191,79,Right,England,56
26,184,83,Right,Germany,44
26,184,83,Right,Italy,47
26,174,73,Right,Italy,29
26,187,82,Right,Italy,40
26,190,77,Right,Italy,13
26,183,79,Right,Italy,41
26,179,73,Right,England,61
26,178,74,Right,England,39
26,201,94,Right,Italy,58
26,183,83,Right,Germany,94
26,176,72,Right,Germany,22
26,183,72,Right,Germany,33
26,185,71,Right,Italy,96
26,168,68,Right,Germany,49
26,182,73,Right,England,6
26,192,78,Right,Germany,53
26,183,80,Right,Germany,43
26,188,82,Right,England,87
26,174,75,Right,Italy,67
26,189,84,Right,Germany,42
26,170,70,Right,England,92
26,185,81,Right,England,99
26,184,81,Right,England,92
26,175,72,Right,Germany,68
26,174,70,Right,Italy,46
26,184,80,Right,Italy,88
26,185,86,Right,Italy,41
26,183,73,Right,Italy,93
26,164,60,Right,Italy,52
26,184,83,Right,Germany,59
26,183,78,Right,England,64
26,174,70,Right,Germany,99
26,179,69,Right,Italy,7
26,193,94,Right,England,28
26,185,79,Right,Germany,51
26,180,80,Right,Italy,95
26,186,78,Right,Italy,56
26,168,65,Right,England,46
26,186,78,Right,Germany,98
26,198,93,Right,England,40
26,188,78,Right,Italy,30
26,188,85,Right,England,78
26,170,70,Right,England,46
26,176,83,Right,England,51
26,192,79,Right,Italy,61
26,188,90,Right,Germany,51
26,191,86,Right,England,14
26,184,80,Right,Germany,71
26,186,80,Right,Germany,3
26,172,68,Right,England,87
26,165,63,Right,Italy,46
26,172,68,Right,England,42
26,185,80,Right,Germany,86
26,171,70,Right,Italy,69
26,180,76,Right,Italy,67
26,182,77,Right,Italy,14
26,188,86,Right,Germany,20
26,185,75,Right,Italy,50
26,187,81,Right,England,10
26,187,91,Right,Italy,72
26,191,85,Right,Italy,26
26,178,74,Right,Germany,48
26,189,75,Right,Germany,37
26,174,74,Right,Italy,51
26,170,64,Right,Italy,87
26,187,85,Right,Germany,24
26,185,77,Right,Germany,34
26,177,68,Right,Germany,0
26,178,72,Right,England,10
26,178,73,Right,Germany,41
26,186,77,Right,England,17
26,196,91,Right,Italy,38
26,185,73,Right,England,34
26,190,83,Right,England,20
26,186,82,Right,Italy,72
26,191,85,Right,Germany,98
26,177,75,Right,England,29
26,180,69,Right,Germany,66
26,185,90,Right,Germany,46
26,167,68,Right,Germany,12
26,186,81,Right,Italy,82
26,175,72,Right,England,88
26,180,79,Right,Germany,89
26,184,73,Right,England,74
26,173,68,Right,Italy,15
26,181,78,Right,Germany,25
26,185,77,Right,Germany,88
26,182,74,Right,Germany,24
26,196,88,Right,Germany,69
26,188,80,Right,Italy,44
26,175,85,Right,Italy,73
26,179,71,Right,Germany,45
26,186,79,Right,Germany,83
26,178,74,Right,Germany,39
26,184,75,Right,Italy,35
26,182,71,Right,Italy,52
26,178,70,Right,Italy,71
26,182,77,Right,Germany,2
26,184,74,Right,Italy,95
26,188,89,Right,England,58
26,172,69,Right,England,47
26,180,76,Right,England,21
26,185,75,Right,Germany,92
26,191,82,Right,Germany,21
26,193,83,Right,Italy,96
26,179,76,Right,England,91
26,183,77,Right,England,38
26,178,74,Right,Germany,69
26,191,89,Right,Italy,85
26,188,85,Right,Germany,88
26,172,70,Right,Italy,6
26,171,71,Right,Italy,17
26,178,72,Right,England,56
26,180,73,Right,Germany,3
26,179,69,Right,England,42
26,176,69,Right,England,59
26,188,85,Right,Italy,91
26,191,75,Right,Italy,52
26,187,82,Right,Germany,0
26,175,78,Right,Italy,22
26,179,79,Right,Italy,43
26,184,81,Right,England,29
26,174,62,Right,Germany,28
26,184,78,Right,Italy,62
26,185,75,Right,Italy,37
26,170,64,Right,England,45
26,178,74,Right,Germany,43
26,165,61,Right,Germany,34
26,188,79,Right,England,99
26,188,76,Right,England,72
26,176,76,Right,Italy,11
26,175,78,Right,Germany,36
26,172,68,Right,Germany,23
26,174,67,Right,England,5
26,172,67,Right,England,67
26,190,90,Right,Italy,47
26,185,82,Right,England,55
26,182,76,Right,England,21
26,185,77,Right,Italy,11
26,183,76,Right,Germany,56
26,175,71,Right,Germany,26
26,187,82,Right,England,78
26,184,78,Right,Italy,74
26,187,84,Right,Italy,36
26,201,90,Right,England,89
26,177,73,Right,Italy,12
26,189,83,Right,Germany,72
26,193,86,Right,Italy,86
26,181,73,Right,Italy,87
26,182,80,Right,Germany,84
26,186,80,Right,Italy,8
26,176,68,Right,Germany,21
26,180,77,Right,England,79
26,188,84,Right,Germany,42
26,189,82,Right,Germany,18
26,193,83,Right,England,56
26,182,69,Right,Germany,79
26,189,82,Right,Italy,57
26,175,77,Right,Italy,28
26,179,73,Right,England,92
26,177,67,Right,Italy,69
26,188,89,Right,Germany,33
26,187,80,Right,Germany,85
26,183,78,Right,Italy,32
26,178,79,Right,Germany,14
26,170,65,Right,Italy,51
26,183,79,Right,Germany,20
26,178,73,Right,England,7
26,185,77,Right,Italy,58
26,190,85,Right,Italy,92
26,178,68,Right,England,38
26,172,66,Right,Germany,86
26,179,70,Right,England,35
26,187,77,Right,Germany,46
26,187,80,Right,Germany,28
26,168,60,Right,Italy,88
26,188,88,Right,Italy,94
26,174,71,Right,Italy,80
26,185,81,Right,England,82
26,187,83,Right,England,55
26,184,80,Right,England,81
26,173,64,Right,England,12
26,178,77,Right,Italy,75
26,178,73,Right,England,14
26,190,86,Right,England,29
26,173,68,Right,England,62
26,172,67,Right,Italy,85
26,169,70,Right,Italy,40
26,185,78,Right,Germany,92
26,191,87,Right,England,96
26,190,81,Right,England,81
26,170,68,Right,Italy,24
26,175,75,Right,Italy,34
26,193,76,Right,Italy,87
26,181,75,Right,Germany,82
26,180,72,Right,England,24
26,180,75,Right,Italy,36
26,185,90,Right,Italy,3
26,181,76,Right,Germany,90
26,179,75,Right,Germany,55
26,178,76,Right,Germany,97
26,184,79,Right,Germany,14
26,179,70,Right,Italy,57
26,190,78,Right,Germany,3
26,180,78,Right,Germany,93
26,173,77,Right,Germany,12
26,179,72,Right,Italy,80
26,182,77,Right,Italy,22
26,183,76,Right,Italy,96
26,195,85,Right,England,99
26,185,76,Right,Germany,34
26,178,72,Right,Germany,71
26,185,80,Right,Italy,41
26,188,87,Right,England,22
26,186,75,Right,England,74
26,185,80,Right,Germany,52
26,179,71,Right,England,35
26,177,75,Right,Italy,34
26,186,79,Right,Italy,42
26,173,71,Right,Italy,74
26,172,71,Right,England,84
26,177,74,Right,Italy,69
26,175,67,Right,Italy,45
26,188,92,Right,Italy,10
26,176,66,Right,Germany,91
26,189,81,Right,England,28
26,183,76,Right,Italy,34
26,173,65,Right,England,63
26,177,73,Right,Italy,6
26,173,69,Right,Germany,12
26,180,75,Right,Germany,23
26,187,78,Right,Italy,57
26,176,63,Right,Italy,61
26,192,96,Right,England,49
26,178,73,Right,Germany,82
26,188,86,Right,Germany,82
26,177,77,Right,Germany,48
26,183,80,Right,Italy,61
26,192,83,Right,Italy,81
26,181,75,Right,Germany,97
26,187,80,Right,Germany,89
26,180,69,Right,Italy,5
26,185,76,Right,Italy,78
26,175,70,Right,Italy,89
26,173,69,Right,Germany,88
26,187,77,Right,England,55
26,178,74,Right,England,57
26,188,71,Right,Germany,13
26,185,78,Right,England,73
26,183,75,Right,England,59
26,176,80,Right,England,70
26,180,71,Right,Italy,46
26,183,70,Right,Italy,93
26,178,81,Right,Germany,9
26,177,75,Right,Germany,56
26,184,76,Right,Italy,62
26,174,73,Right,England,71
26,186,82,Right,England,11
26,190,90,Right,Italy,46
26,182,82,Right,Germany,49
26,178,68,Right,Italy,90
26,176,70,Right,Germany,77
26,180,80,Right,Germany,40
26,180,77,Right,England,61
26,172,65,Right,Germany,0
26,188,80,Right,England,94
26,186,78,Right,Germany,25
26,186,76,Right,Germany,89
26,191,90,Right,Germany,42
26,171,71,Right,Italy,84
26,173,64,Right,England,34
26,177,70,Right,Italy,41
26,190,80,Right,Germany,87
26,188,86,Right,Germany,21
26,189,79,Right,Germany,92
26,178,71,Right,England,8
26,180,76,Right,Italy,82
26,184,75,Right,England,74
26,193,86,Right,Italy,31
26,168,67,Right,Germany,65
26,181,75,Right,Italy,11
26,175,65,Right,Germany,3
26,182,84,Right,Italy,5
26,187,78,Right,England,49
26,193,76,Right,England,22
26,191,81,Right,England,31
26,183,75,Right,Germany,45
26,179,70,Right,England,69
26,182,64,Right,England,96
26,188,90,Right,Germany,94
26,175,72,Right,England,14
26,177,70,Right,England,22
26,189,81,Right,England,99
26,186,82,Right,Germany,79
26,180,72,Right,Germany,97
26,178,72,Right,Italy,86
26,185,73,Right,Germany,34
26,183,79,Right,England,32
26,181,74,Right,Germany,50
26,191,82,Right,England,8
26,183,85,Right,Italy,58
26,188,85,Right,Italy,84
26,179,85,Right,Germany,48
26,174,65,Right,Italy,87
26,193,75,Right,England,65
26,188,72,Right,England,92
26,181,74,Right,Italy,56
26,178,71,Right,Italy,30
26,185,80,Right,Italy,22
26,186,85,Right,Italy,48
26,178,73,Right,England,50
26,179,79,Right,Italy,12
26,189,84,Right,Italy,43
26,181,79,Right,Italy,55
26,188,80,Right,Italy,26
26,189,79,Right,Germany,52
26,168,73,Right,England,5
26,173,73,Right,England,21
26,185,72,Right,Germany,64
26,184,79,Right,England,77
26,181,85,Right,England,74
26,185,78,Right,Italy,34
26,191,82,Right,England,70
26,180,71,Right,Germany,26
26,181,77,Right,Italy,63
26,194,94,Right,England,15
26,173,77,Right,Italy,55
26,175,67,Right,England,68
26,190,92,Right,Germany,59
26,187,78,Right,England,17
26,191,76,Right,England,2
26,180,73,Right,Germany,26
26,176,63,Right,Germany,46
26,188,78,Right,Italy,96
26,179,73,Right,England,75
26,185,82,Right,Italy,56
26,183,84,Right,Germany,63
26,183,79,Right,Germany,33
26,182,81,Right,England,92
26,180,76,Right,England,8
26,181,76,Right,England,31
26,178,76,Right,Germany,3
26,174,66,Right,Germany,90
26,174,72,Right,Italy,39
26,175,73,Right,Italy,15
26,170,63,Right,Germany,91
26,180,76,Right,Italy,76
26,180,75,Right,England,1
26,181,69,Right,England,70
26,187,84,Right,Italy,99
26,190,85,Right,Germany,60
26,176,70,Right,England,33
26,177,69,Right,England,16
26,184,73,Right,England,87
26,178,77,Right,England,27
26,193,82,Right,England,91
26,191,87,Right,Italy,83
26,191,90,Right,Italy,48
26,187,85,Right,England,13
26,175,75,Right,Germany,8
26,196,94,Right,England,10
26,183,75,Right,Germany,81
26,173,74,Right,England,70
26,177,72,Right,Italy,80
26,185,75,Right,Italy,9
26,183,78,Right,Italy,42
26,189,82,Right,Germany,13
26,182,75,Right,Germany,68
26,172,70,Right,England,43
26,176,79,Right,Germany,36
26,186,84,Right,England,82
26,191,80,Right,Germany,56
26,177,70,Right,England,88
26,175,72,Right,England,66
26,170,69,Right,Italy,35
26,184,80,Right,England,33
26,176,72,Right,Italy,1
26,185,80,Right,Germany,31
26,184,75,Right,Italy,75
26,173,66,Right,Italy,91
26,180,67,Right,Italy,49
26,186,74,Right,England,25
26,183,76,Right,England,33
26,191,81,Right,Germany,48
26,166,64,Right,Germany,28
26,186,84,Right,Italy,58
26,192,88,Right,England,25
26,164,66,Right,England,34
26,191,84,Right,Italy,64
26,176,74,Right,Germany,85
26,175,72,Right,Italy,37
26,181,73,Right,Italy,28
26,191,90,Right,Germany,27
26,180,74,Right,England,39
26,183,67,Right,Germany,32
26,184,82,Right,Germany,32
26,185,85,Right,Italy,43
26,178,77,Right,Italy,74
26,193,88,Right,Germany,45
26,193,88,Right,Italy,3
26,189,90,Right,Italy,6
26,187,80,Right,Germany,35
26,171,61,Right,Italy,53
26,178,71,Right,Germany,65
26,178,73,Right,Italy,32
26,188,83,Right,Germany,48
26,194,92,Right,England,45
26,182,82,Right,Germany,63
26,175,70,Right,Germany,78
26,190,76,Right,Germany,58
26,189,85,Right,England,43
26,175,67,Right,Italy,84
26,168,65,Right,Germany,97
26,183,77,Right,Germany,81
26,175,70,Right,Germany,50
26,170,63,Right,England,87
26,190,73,Right,Germany,13
26,173,70,Right,Germany,34
26,175,81,Right,Italy,68
26,186,78,Right,England,25
26,186,85,Right,Germany,71
26,201,93,Right,Germany,66
26,185,80,Right,Italy,73
26,188,84,Right,England,88
26,170,64,Right,Italy,81
26,182,74,Right,Italy,7
26,173,70,Right,Germany,54
26,175,70,Right,Italy,30
26,173,73,Right,England,56
26,183,78,Right,Germany,4
26,180,84,Right,Italy,69
26,169,75,Right,Italy,35
26,185,84,Right,England,61
26,174,71,Right,Italy,70
26,172,78,Right,Italy,34
26,181,75,Right,Germany,78
26,177,68,Right,Germany,21
26,175,70,Right,Germany,64
26,183,83,Right,Italy,46
26,180,73,Right,Italy,38
26,188,84,Right,Italy,3
26,179,67,Right,England,43
26,180,71,Right,Germany,63
26,181,76,Right,Italy,83
26,173,73,Right,Italy,11
26,175,68,Right,England,16
26,187,77,Right,Germany,13
26,174,70,Right,England,96
26,180,75,Right,Germany,60
26,184,81,Right,England,0
26,182,80,Right,England,27
26,183,79,Right,Italy,2
26,179,72,Right,Germany,27
26,184,70,Right,England,71
26,173,63,Right,England,23
26,175,65,Right,England,37
26,181,81,Right,England,49
26,170,68,Right,Italy,38
26,190,76,Right,England,93
26,179,72,Right,England,53
26,188,89,Right,England,67
26,184,87,Right,Germany,12
26,175,74,Right,England,52
26,184,73,Right,Italy,95
26,175,65,Right,Italy,79
26,186,80,Right,Germany,63
26,177,72,Right,Germany,13
26,178,72,Right,England,99
26,181,77,Right,England,9
26,173,68,Right,Germany,7
26,193,88,Right,Germany,91
26,169,66,Right,Italy,46
26,182,78,Right,Italy,84
26,186,78,Right,Italy,93
26,181,78,Right,Italy,51
26,178,79,Right,Italy,1
26,187,82,Right,Germany,72
26,193,84,Right,England,66
26,185,95,Right,Germany,82
26,175,72,Right,Germany,63
26,188,83,Right,England,52
26,191,85,Right,England,31
26,179,70,Right,England,66
26,185,77,Right,Germany,90
26,195,88,Right,Germany,81
26,179,73,Right,Italy,53
26,178,72,Right,Italy,8
26,181,80,Right,Germany,55
26,190,90,Right,England,96
26,175,72,Right,England,65
26,195,87,Right,Italy,42
26,185,80,Right,Germany,29
26,170,66,Right,England,69
26,188,83,Right,Italy,50
26,174,63,Right,Germany,51
26,175,69,Right,England,99
26,188,87,Right,England,56
26,183,76,Right,England,54
26,183,87,Right,England,1
26,182,83,Right,Italy,4
26,183,76,Right,Italy,23
26,187,83,Right,Germany,61
26,174,71,Right,Italy,37
26,185,83,Right,Italy,89
26,194,85,Right,England,21
26,186,75,Right,England,25
26,174,71,Right,England,43
26,176,73,Right,Germany,27
26,183,75,Right,Germany,86
26,185,79,Right,England,15
26,192,88,Right,Italy,15
26,180,76,Right,Germany,3
26,175,70,Right,England,1
26,192,83,Right,England,88
26,180,74,Right,Germany,76
26,177,70,Right,England,79
26,180,79,Right,Germany,61
26,187,83,Right,Italy,30
26,175,72,Right,Germany,6
26,188,76,Right,England,97
26,178,69,Right,Germany,31
26,188,84,Right,Germany,97
26,175,72,Right,Italy,69
26,183,77,Right,Germany,62
26,181,75,Right,England,55
26,174,60,Right,Italy,36
26,172,69,Right,Germany,44
26,180,71,Right,England,29
26,197,87,Right,Italy,5
26,174,66,Right,Germany,48
26,201,85,Right,Germany,72
26,175,70,Right,Germany,85
26,191,85,Right,Germany,51
26,183,80,Right,England,45
26,190,83,Right,Germany,21
26,194,90,Right,England,65
26,174,66,Right,Italy,66
26,189,83,Right,England,16
26,177,75,Right,Italy,56
26,191,93,Right,Germany,28
26,188,85,Right,England,27
26,175,75,Right,England,14
26,177,77,Right,Italy,14
26,178,78,Right,Italy,91
26,183,74,Right,England,18
26,172,74,Right,England,25
26,173,64,Right,Italy,57
26,183,69,Right,Italy,23
26,186,84,Right,Italy,79
26,185,78,Right,Italy,2
26,182,75,Right,England,39
26,180,74,Right,England,7
26,178,66,Right,England,36
27,182,78,Right,Italy,66
27,183,74,Right,England,9
27,186,75,Right,England,96
27,178,78,Right,England,82
27,180,70,Right,Italy,92
27,182,70,Right,Italy,23
27,186,78,Right,Italy,61
27,184,80,Right,Germany,70
27,174,66,Right,Italy,24
27,185,85,Right,England,82
27,181,75,Right,England,53
27,183,83,Right,Italy,64
27,186,83,Right,Italy,32
27,185,75,Right,England,97
27,183,80,Right,Italy,27
27,187,80,Right,Italy,93
27,170,64,Right,England,11
27,177,72,Right,Italy,8
27,190,83,Right,Germany,53
27,187,82,Right,Italy,43
27,196,85,Right,Germany,55
27,186,77,Right,Germany,17
27,175,66,Right,England,13
27,182,67,Right,Italy,43
27,180,76,Right,Italy,15
27,180,75,Right,England,77
27,179,75,Right,Germany,46
27,186,85,Right,England,55
27,188,84,Right,England,7
27,177,75,Right,England,42
27,190,80,Right,England,61
27,179,75,Right,England,66
27,194,81,Right,England,50
27,180,74,Right,England,18
27,177,74,Right,England,49
27,183,75,Right,England,97
27,172,68,Right,England,52
27,187,83,Right,England,75
27,183,79,Right,Germany,10
27,185,75,Right,England,54
27,181,75,Right,Italy,30
27,180,73,Right,England,23
27,180,70,Right,England,91
27,181,77,Right,England,50
27,190,84,Right,Italy,12
27,180,78,Right,Germany,48
27,180,72,Right,Italy,66
27,178,80,Right,England,52
27,174,69,Right,Germany,1
27,186,86,Right,Germany,0
27,179,75,Right,Germany,25
27,184,78,Right,Italy,48
27,187,80,Right,England,91
27,182,70,Right,England,94
27,185,83,Right,Italy,86
27,172,74,Right,Italy,45
27,179,85,Right,England,33
27,183,83,Right,Germany,97
27,172,63,Right,England,59
27,183,78,Right,Germany,6
27,178,78,Right,Germany,29
27,176,72,Right,Italy,64
27,193,86,Right,Italy,67
27,177,75,Right,Italy,9
27,168,65,Right,England,91
27,177,70,Right,Germany,5
27,177,75,Right,Italy,17
27,176,72,Right,England,15
27,183,72,Right,Germany,78
27,187,81,Right,Germany,60
27,175,75,Right,Italy,24
27,188,82,Right,Germany,61
27,178,72,Right,Germany,11
27,186,71,Right,Italy,71
27,183,81,Right,England,80
27,177,78,Right,Germany,71
27,187,80,Right,Italy,71
27,174,65,Right,Germany,1
27,192,95,Right,Germany,90
27,188,84,Right,Germany,95
27,186,89,Right,Italy,86
27,180,74,Right,Italy,3
27,187,82,Right,Germany,57
27,184,77,Right,England,15
27,182,82,Right,Germany,78
27,172,74,Right,Italy,45
27,179,70,Right,England,79
27,187,91,Right,Italy,93
27,201,99,Right,Germany,24
27,180,76,Right,Germany,33
27,182,74,Right,Germany,90
27,185,86,Right,England,43
27,183,75,Right,Italy,17
27,183,81,Right,Italy,47
27,194,86,Right,England,46
27,182,71,Right,Germany,85
27,175,74,Right,Italy,62
27,168,62,Right,Germany,13
27,188,83,Right,Italy,95
27,184,75,Right,England,93
27,174,60,Right,Italy,21
27,191,83,Right,England,87
27,168,62,Right,Italy,74
27,176,70,Right,Germany,54
27,180,76,Right,Germany,28
27,186,90,Right,England,2
27,189,83,Right,Germany,10
27,183,75,Right,England,13
27,187,84,Right,England,46
27,184,80,Right,England,62
27,181,80,Right,Germany,78
27,179,73,Right,Italy,35
27,182,83,Right,Germany,61
27,179,76,Right,Germany,92
27,188,90,Right,Germany,40
27,185,80,Right,Italy,67
27,187,82,Right,England,80
27,188,77,Right,Germany,29
27,175,67,Right,Germany,94
27,188,90,Right,Italy,98
27,190,83,Right,Germany,69
27,163,60,Right,Germany,46
27,177,76,Right,Germany,56
27,185,80,Right,Italy,87
27,186,75,Right,Germany,24
27,180,88,Right,Italy,94
27,186,81,Right,Italy,47
27,182,80,Right,Germany,85
27,185,88,Right,England,88
27,176,70,Right,Germany,19
27,178,69,Right,Germany,90
27,197,85,Right,England,40
27,183,79,Right,Italy,95
27,190,83,Right,Germany,35
27,180,71,Right,England,63
27,185,85,Right,Germany,94
27,174,74,Right,England,66
27,183,70,Right,Germany,43
27,183,73,Right,Italy,14
27,170,63,Right,Germany,40
27,183,84,Right,England,53
27,186,80,Right,England,68
27,192,84,Right,England,65
27,183,78,Right,England,15
27,190,76,Right,Germany,51
27,183,76,Right,England,9
27,185,75,Right,Italy,21
27,170,66,Right,Italy,25
27,184,76,Right,England,32
27,182,67,Right,Germany,20
27,184,73,Right,England,8
27,171,71,Right,Italy,25
27,172,66,Right,England,15
27,185,77,Right,Germany,35
27,177,72,Right,Italy,63
27,178,74,Right,England,85
27,185,78,Right,Germany,76
27,177,70,Right,Italy,52
27,188,85,Right,England,3
27,184,75,Right,Germany,11
27,184,79,Right,Germany,57
27,172,76,Right,Germany,83
27,183,76,Right,Germany,6
27,192,80,Right,Germany,87
27,174,77,Right,Italy,69
27,180,79,Right,England,63
27,177,74,Right,England,46
27,182,77,Right,Italy,60
27,184,81,Right,England,41
27,180,75,Right,Germany,77
27,180,76,Right,Germany,52
27,195,79,Right,England,76
27,180,76,Right,Germany,68
27,178,71,Right,England,12
27,193,79,Right,Germany,15
27,179,72,Right,Germany,34
27,184,78,Right,Germany,91
27,178,76,Right,England,38
27,179,73,Right,Italy,35
27,190,83,Right,Germany,0
27,186,79,Right,Italy,14
27,187,84,Right,Italy,25
27,189,77,Right,Italy,65
27,183,75,Right,England,83
27,191,85,Right,Germany,40
27,166,66,Right,England,6
27,182,82,Right,Italy,86
27,171,71,Right,Italy,58
27,179,69,Right,England,10
27,188,85,Right,England,68
27,169,62,Right,England,5
27,188,83,Right,Germany,73
27,186,76,Right,Germany,75
27,181,80,Right,Germany,54
27,179,72,Right,England,31
27,175,69,Right,Italy,25
27,173,66,Right,England,64
27,191,88,Right,Germany,52
27,175,73,Right,England,14
27,190,82,Right,Germany,83
27,187,76,Right,England,88
27,193,84,Right,England,12
27,167,65,Right,Germany,66
27,176,72,Right,England,9
27,195,90,Right,England,17
27,184,73,Right,England,30
27,173,66,Right,Germany,57
27,182,75,Right,Germany,69
27,180,70,Right,Italy,95
27,188,87,Right,Germany,23
27,168,71,Right,Germany,27
27,174,68,Right,England,45
27,180,71,Right,Germany,27
27,178,72,Right,Germany,67
27,188,87,Right,Germany,59
27,181,63,Right,Italy,56
27,187,81,Right,Italy,80
27,186,83,Right,England,75
27,172,66,Right,Germany,89
27,177,71,Right,Italy,84
27,190,85,Right,England,10
27,203,87,Right,England,62
27,189,77,Right,England,92
27,187,88,Right,Germany,98
27,170,75,Right,England,52
27,180,74,Right,Germany,26
27,182,77,Right,England,64
27,178,79,Right,England,33
27,185,80,Right,England,66
27,196,89,Right,Germany,31
27,188,79,Right,England,35
27,198,85,Right,Germany,17
27,180,73,Right,Germany,6
27,180,73,Right,Italy,48
27,175,68,Right,England,65
27,183,78,Right,Germany,98
27,175,79,Right,England,81
27,172,58,Right,Italy,59
27,176,70,Right,Germany,20
27,184,65,Right,Germany,6
27,179,79,Right,England,79
27,183,74,Right,Germany,5
27,183,76,Right,Italy,7
27,186,80,Right,Germany,91
27,173,63,Right,Germany,10
27,172,68,Right,Italy,30
27,176,70,Right,Italy,58
27,190,85,Right,Italy,68
27,184,74,Right,England,97
27,169,63,Right,Germany,25
27,186,65,Right,Italy,74
27,186,76,Right,Italy,44
27,187,88,Right,England,10
27,170,64,Right,Germany,38
27,186,80,Right,Italy,10
27,184,78,Right,England,11
27,183,78,Right,Italy,50
27,175,75,Right,Germany,9
27,192,93,Right,Germany,77
27,174,75,Right,Germany,34
27,174,77,Right,Italy,53
27,183,85,Right,England,1
27,170,67,Right,England,93
27,176,73,Right,Italy,88
27,188,88,Right,Italy,64
27,174,68,Right,Germany,85
27,183,74,Right,Germany,56
27,176,74,Right,England,20
27,185,74,Right,England,71
27,187,84,Right,Italy,47
27,181,78,Right,England,48
27,182,78,Right,England,35
27,186,82,Right,England,73
27,180,79,Right,England,84
27,188,82,Right,England,40
27,179,72,Right,Germany,87
27,177,77,Right,England,84
27,189,77,Right,England,8
27,175,72,Right,Germany,13
27,175,67,Right,Italy,17
27,182,80,Right,England,96
27,197,83,Right,Italy,18
27,175,72,Right,England,47
27,183,79,Right,Germany,89
27,186,76,Right,Germany,39
27,170,68,Right,Italy,72
27,172,65,Right,England,88
27,185,85,Right,Italy,67
27,186,75,Right,Germany,26
27,178,66,Right,Germany,33
27,172,67,Right,England,29
