"Date","Time","CO","NMHC","Benzene","NOx","NO2","Temp","RH","AH"
"25/04/2004","01:00:00",1.3,70,3.9,71,73,12.4,64.1,0.9209
"25/04/2004","02:00:00",1,61,3.6,63,73,12.7,58.7,0.8605
"25/04/2004","05:00:00",0.3,20,0.7,14,20,12.5,50.9,0.7346
"25/04/2004","06:00:00",0.5,31,1.1,34,37,12.8,49.3,0.7285
"25/04/2004","07:00:00",0.6,41,1.4,42,50,13.5,48.6,0.7487
"25/04/2004","08:00:00",0.6,40,1.6,40,45,14.4,45.9,0.7476
"25/04/2004","09:00:00",0.8,35,2.3,48,48,15.1,43.9,0.7487
"25/04/2004","10:00:00",1,44,2.5,61,56,16.6,38.6,0.7236
"25/04/2004","11:00:00",0.9,71,2.7,58,58,17.2,35,0.6789
"25/04/2004","12:00:00",1,66,2.7,57,52,17.4,33.9,0.6683
"25/04/2004","13:00:00",0.8,46,2.2,54,52,17.9,30.7,0.6234
"25/04/2004","14:00:00",0.7,50,2,41,44,18.3,27.2,0.5675
"25/04/2004","15:00:00",0.9,51,3.4,57,59,19.4,25.7,0.5738
"25/04/2004","16:00:00",1.3,64,4.5,83,74,20.2,24.1,0.563
"25/04/2004","17:00:00",1.4,138,4.7,81,76,19.6,24.9,0.5625
"25/04/2004","18:00:00",1.5,137,6,98,83,18.5,27.8,0.5843
"25/04/2004","19:00:00",2.7,303,11.7,124,100,17.8,30.3,0.6129
"25/04/2004","20:00:00",2.5,204,8.2,133,101,16.6,34,0.6353
"25/04/2004","21:00:00",1.4,95,5.1,100,90,15.5,37,0.6447
"25/04/2004","22:00:00",2.8,347,13,116,93,14.8,39.5,0.6595
"25/04/2004","23:00:00",2.1,252,7,102,79,14.5,42,0.6896
"26/04/2004","00:00:00",1.1,66,3.9,55,57,14.1,44.9,0.7206
"26/04/2004","01:00:00",0.7,45,2.2,33,43,14.2,45.5,0.7333
"26/04/2004","02:00:00",0.4,36,1.3,17,25,14.1,45.3,0.7247
"26/04/2004","05:00:00",0.4,21,1.2,35,44,13.9,43.9,0.6923
"26/04/2004","06:00:00",0.8,60,3.4,70,72,14,43.8,0.6959
"26/04/2004","07:00:00",1.9,155,7.5,116,91,14.4,43.6,0.7113
"26/04/2004","08:00:00",2.1,235,8.9,134,89,15,41.7,0.7093
"26/04/2004","09:00:00",1.4,89,5.3,113,84,16.3,38.4,0.7052
"26/04/2004","10:00:00",1.4,76,5.4,110,83,18.3,32.3,0.676
"26/04/2004","11:00:00",1.3,101,5.2,98,78,18.8,31.7,0.6821
"26/04/2004","12:00:00",1.5,109,6.6,96,80,19.6,30.9,0.6968
"26/04/2004","13:00:00",1.6,143,6.9,95,75,20.2,30.7,0.7176
"26/04/2004","14:00:00",1.3,104,5.4,86,77,19.7,32.5,0.7396
"26/04/2004","15:00:00",1.4,107,6,86,77,20.7,31.6,0.7602
"26/04/2004","16:00:00",1.5,133,6.4,91,81,20,32.7,0.7545
"26/04/2004","17:00:00",2.2,171,10.7,119,101,18.6,35.4,0.7535
"26/04/2004","18:00:00",3.2,405,13.9,147,119,18.3,35.9,0.7501
"26/04/2004","19:00:00",3,334,12.5,135,111,17.8,37.5,0.7568
"26/04/2004","20:00:00",2.6,236,9.3,124,109,17.3,38.8,0.7584
"26/04/2004","21:00:00",1.6,99,6.7,89,101,17.3,38.8,0.7596
"26/04/2004","22:00:00",1.5,93,5.3,79,89,16.4,40.8,0.7542
"26/04/2004","23:00:00",1.2,82,4,63,75,16,41.4,0.7487
"27/04/2004","00:00:00",0.8,51,2.2,39,51,15.4,43,0.7482
"27/04/2004","01:00:00",0.7,41,1.7,25,39,15.7,42.5,0.7539
"27/04/2004","02:00:00",0.5,31,1.6,19,32,15.6,43.4,0.7651
"27/04/2004","05:00:00",0.7,38,3.3,58,68,15.5,47.3,0.8282
"27/04/2004","06:00:00",1.4,111,8.9,112,76,14.4,53.1,0.8677
"27/04/2004","07:00:00",4.1,584,23.4,314,122,15.9,48.5,0.8704
"27/04/2004","08:00:00",4.6,633,23.8,240,129,18.1,40.3,0.8294
"27/04/2004","09:00:00",1.9,145,7.9,128,94,19.6,35.9,0.81
"27/04/2004","10:00:00",1.9,155,8.2,141,99,22.8,29.1,0.796
"27/04/2004","11:00:00",1.7,128,8.8,118,81,24.8,25.3,0.7793
"27/04/2004","12:00:00",2.4,255,14.6,132,87,27.2,22,0.7785
"27/04/2004","13:00:00",3,411,18,150,107,28.2,20.4,0.7677
"27/04/2004","14:00:00",2,173,12,121,95,25.4,24.2,0.7733
"27/04/2004","15:00:00",2.7,277,14.8,149,110,25.7,23.8,0.7737
"27/04/2004","16:00:00",2.2,259,12.5,120,99,27.2,22.1,0.7811
"27/04/2004","17:00:00",2.9,274,15.5,155,113,27,22.3,0.786
"27/04/2004","18:00:00",3.4,377,17.7,172,127,24.5,27.8,0.8433
"27/04/2004","19:00:00",3.9,457,21.6,177,131,23.7,30.2,0.8718
"27/04/2004","20:00:00",3.6,555,18.9,181,137,21.5,34.5,0.8746
"27/04/2004","21:00:00",2.5,279,12.5,135,122,19.9,37.8,0.8675
"27/04/2004","22:00:00",1.8,137,8.8,99,100,18.9,40.6,0.8771
"27/04/2004","23:00:00",2,203,10.9,111,108,17.9,43.5,0.884
"28/04/2004","00:00:00",1.3,101,8,72,83,17.4,46.3,0.9112
"28/04/2004","01:00:00",1,86,4.4,54,74,18.1,44.7,0.9186
"28/04/2004","02:00:00",0.6,51,2.8,41,64,16.5,50.1,0.9331
"28/04/2004","05:00:00",0.5,33,2.5,29,39,16.3,52.8,0.9722
"28/04/2004","06:00:00",1.1,95,7.5,76,69,13.9,60.7,0.9597
"28/04/2004","07:00:00",5.5,754,30.4,321,104,15,58.3,0.9876
"28/04/2004","08:00:00",4.2,588,22,274,100,16.1,54.8,0.996
"28/04/2004","09:00:00",4.6,658,24.7,322,146,19.3,46.4,1.0248
"28/04/2004","10:00:00",3.4,372,18.4,255,155,24.2,33.8,1.0097
"28/04/2004","11:00:00",2.8,386,16.8,196,139,26.7,28.7,0.9895
"28/04/2004","12:00:00",2.5,333,14.2,136,121,27.4,28.2,1.0098
"28/04/2004","13:00:00",2.4,293,15.7,119,108,28.1,26.9,1.0094
"28/04/2004","14:00:00",3.2,511,21.9,169,126,27.7,26.5,0.9693
"28/04/2004","15:00:00",3.5,559,20.8,197,145,28.4,23.4,0.8935
"28/04/2004","16:00:00",2.9,375,16.2,140,121,28.4,26,0.9922
"28/04/2004","17:00:00",3.6,509,19.8,178,145,27.3,30,1.0752
"28/04/2004","18:00:00",4.8,790,28.9,223,160,24.3,37.3,1.1199
"28/04/2004","19:00:00",5.4,816,28.3,222,155,23.1,42.2,1.1746
"28/04/2004","20:00:00",5.3,804,24.9,265,162,21.8,43.6,1.1226
"28/04/2004","21:00:00",2.7,332,13.1,151,129,19.8,46.8,1.0702
"28/04/2004","22:00:00",1.4,156,8.6,79,96,19.6,49.8,1.1221
"28/04/2004","23:00:00",1.6,143,9.5,87,92,17.9,56.2,1.142
"29/04/2004","00:00:00",1.5,117,7.8,88,89,17.4,55.6,1.0963
"29/04/2004","01:00:00",1,84,5.2,51,61,16.8,59.5,1.1269
"29/04/2004","02:00:00",0.6,60,2.8,34,54,15.9,60.1,1.0806
"29/04/2004","05:00:00",0.8,64,4.4,76,57,13.3,67,1.0203
"29/04/2004","06:00:00",1.5,148,9.4,139,68,12.9,66.5,0.9846
"29/04/2004","07:00:00",4.9,635,29.8,293,95,14.8,61.3,1.0237
"29/04/2004","08:00:00",7.2,1129,36.2,368,125,16.1,56.5,1.0274
"29/04/2004","09:00:00",3.5,475,18,250,135,18.6,47.8,1.0143
"29/04/2004","10:00:00",2.1,220,10.9,145,118,23.8,30.2,0.8771
"29/04/2004","11:00:00",1.5,105,9,110,91,25.4,25,0.7966
"29/04/2004","12:00:00",2,190,14.4,104,89,25.6,25.5,0.8234
"29/04/2004","13:00:00",3.8,516,22.3,205,129,24.9,29.9,0.9325
"29/04/2004","14:00:00",3.4,346,20.9,201,122,22.4,37.9,1.016
"29/04/2004","15:00:00",4.4,565,23.1,266,138,21.7,44,1.1242
"29/04/2004","16:00:00",3.9,483,21.2,246,136,21.4,44.4,1.1176
"29/04/2004","17:00:00",4.9,651,24.8,247,143,20.8,45.3,1.1016
"29/04/2004","18:00:00",5.4,657,28.6,271,145,20.2,48.6,1.1354
"29/04/2004","19:00:00",6.5,830,32.6,332,146,20.2,50.8,1.1924
"29/04/2004","20:00:00",4.3,435,19.2,245,122,18.6,57.6,1.2233
"29/04/2004","21:00:00",2.9,209,16.3,180,112,18.2,58.8,1.2173
"29/04/2004","22:00:00",2.7,202,13.7,156,102,17.8,61,1.2352
"29/04/2004","23:00:00",2.8,174,13.6,172,97,17,70.7,1.3554
"30/04/2004","00:00:00",2.3,170,11.1,137,85,16.2,76.9,1.4051
"30/04/2004","01:00:00",1.7,116,7.6,91,76,15.7,78.6,1.3943
"30/04/2004","02:00:00",1.2,91,5.9,80,74,15.7,78.4,1.3917
"30/04/2004","05:00:00",0.8,48,4.5,68,66,15.7,74.7,1.3194
"30/04/2004","06:00:00",1.7,111,9.3,162,90,15.9,73.1,1.3136
"30/04/2004","07:00:00",3,345,18.3,213,111,16.6,68.2,1.2737
"30/04/2004","08:00:00",3.4,332,19.9,161,103,18.7,57.6,1.2323
"30/04/2004","09:00:00",3.3,344,16.6,209,117,17.6,65,1.2945
"30/04/2004","10:00:00",2.7,212,12.6,191,116,16.3,73.2,1.3458
"30/04/2004","11:00:00",2.6,166,12.9,215,109,16,78.5,1.4209
"30/04/2004","12:00:00",3.2,214,14.9,212,116,17.3,72.4,1.4125
"30/04/2004","13:00:00",3.4,377,17.4,202,115,19.4,60.9,1.3545
"30/04/2004","14:00:00",2.6,210,15.4,153,94,21.4,50.9,1.2823
"30/04/2004","15:00:00",3.4,265,16.7,185,121,22.7,45.8,1.2465
"30/04/2004","16:00:00",4,365,18,210,114,20.9,60.8,1.4852
"30/04/2004","17:00:00",4.5,454,19.2,215,110,21,54.3,1.3353
"30/04/2004","18:00:00",4.2,460,21,215,122,20.8,54.4,1.3194
"30/04/2004","19:00:00",5.7,642,26.9,281,135,19.8,58.6,1.3392
"30/04/2004","20:00:00",4.4,501,19.5,254,133,19.1,61.1,1.3345
"30/04/2004","21:00:00",3.1,234,15.1,189,110,18.2,65.4,1.3529
"30/04/2004","22:00:00",3,212,14.6,174,102,18.1,66.1,1.3579
"30/04/2004","23:00:00",3.1,275,13.7,167,108,17.7,66.9,1.3422
"01/05/2004","00:00:00",3.5,275,15.2,185,110,17.8,66.8,1.346
