Id,Price,Brand,Model,Year,Title_status,Mileage,Color,Vin,State,Country,Sell_time
1283,23200,ford,f-150,2019,clean vehicle,9490,white,  1ftmf1c58kkd60105,michigan, usa,21 hours left
1284,13800,ford,door,2017,clean vehicle,39027,no_color,  1fmcu0gd5huc74384,wisconsin, usa,21 hours left
1285,23600,ford,transit,2019,clean vehicle,13466,white,  1ftyr1ym9kka55673,michigan, usa,21 hours left
1286,23200,ford,f-150,2019,clean vehicle,8737,white,  1ftmf1c53kkd60111,michigan, usa,21 hours left
1287,40000,ford,door,2017,clean vehicle,23960,red,  1ftew1eg2hfb38793,wisconsin, usa,2 days left
1288,23400,ford,f-150,2019,clean vehicle,5562,white,  1ftmf1c5xkkd39112,michigan, usa,21 hours left
1289,23600,ford,transit,2019,clean vehicle,13763,white,  1ftyr1zm1kka55052,michigan, usa,21 hours left
1290,23000,ford,f-150,2019,clean vehicle,10444,white,  1ftmf1c51kkd08329,michigan, usa,21 hours left
1291,25500,ford,door,2017,clean vehicle,41696,black,  1ftew1ep8hfb07225,wisconsin, usa,21 hours left
1292,23500,ford,transit,2019,clean vehicle,15787,white,  1ftyr1zm1kka56203,michigan, usa,21 hours left
1293,29900,ford,door,2017,clean vehicle,9167,white,  1ftew1ef5hkd84963,wisconsin, usa,2 days left
1294,23200,ford,transit,2019,clean vehicle,17541,white,  1ftyr1ym0kka55674,michigan, usa,21 hours left
1295,50500,ford,f-150,2017,clean vehicle,24686,silver,  1ftfw1rg4hfc12326,wisconsin, usa,2 days left
1296,23400,ford,transit,2019,clean vehicle,15210,white,  1ftyr1ym7kka55672,michigan, usa,21 hours left
1297,24500,ford,transit,2017,clean vehicle,54601,white,  1ftyr2cv1hka17899,wisconsin, usa,2 days left
1298,49000,ford,mustang,2017,clean vehicle,2205,black,  1fa6p8jz8h5523692,illinois, usa,2 days left
1299,25400,ford,transit,2017,clean vehicle,35691,white,  1ftyr2cv3hkb52320,wisconsin, usa,2 days left
1300,23000,ford,flex,2017,clean vehicle,32788,silver,  2fmhk6c8xhba10655,illinois, usa,21 hours left
1301,6000,ford,door,2012,clean vehicle,180471,gray,  1ftfw1ef2ckd08095,minnesota, usa,6 days left
1302,22400,ford,edge,2016,clean vehicle,42925,black,  2fmpk4k80gbc01288,wisconsin, usa,21 hours left
1303,22500,ford,edge,2016,clean vehicle,37385,black,  2fmpk4k82gbc46880,wisconsin, usa,2 days left
1304,25200,ford,edge,2019,clean vehicle,15415,gray,  2fmpk4k95kbc23479,virginia, usa,2 days left
1305,36000,ford,door,2016,clean vehicle,20047,white,  1ftew1eg5gfc13646,wisconsin, usa,2 days left
1306,26700,ford,edge,2019,clean vehicle,16884,black,  2fmpk4k90kbc02488,virginia, usa,2 days left
1307,30500,ford,door,2016,clean vehicle,57936,gray,  1ftew1eg9gkd71799,wisconsin, usa,21 hours left
1308,26700,ford,edge,2019,clean vehicle,15244,black,  2fmpk4k91kbc22474,virginia, usa,2 days left
1309,25000,ford,edge,2019,clean vehicle,19842,gray,  2fmpk4k92kbc02945,virginia, usa,2 days left
1310,35200,ford,door,2016,clean vehicle,38830,white,  1ftew1ef9gfb09068,wisconsin, usa,21 hours left
1311,30300,ford,f-150,2019,clean vehicle,31899,white,  1ftew1e54kfb20317,tennessee, usa,21 hours left
1312,25000,ford,door,2016,clean vehicle,69305,no_color,  1ftfw1ef5gfc20298,illinois, usa,2 days left
1313,26500,ford,door,2016,clean vehicle,46098,red,  1ftfw1eg5gkf22898,wisconsin, usa,2 days left
1314,21600,ford,mustang,2019,clean vehicle,29457,gray,  1fatp8uh6k5153386,virginia, usa,2 days left
1315,18800,ford,edge,2016,clean vehicle,30765,no_color,  2fmpk4j99gbc10713,wisconsin, usa,21 hours left
1316,21500,ford,mustang,2019,clean vehicle,29096,red,  1fatp8uh3k5162367,virginia, usa,2 days left
1317,9000,ford,door,2016,clean vehicle,40437,no_color,  1fadp3f29gl296335,new jersey, usa,7 hours left
1318,16700,ford,cutaway,2015,clean vehicle,69004,white,  1fdwe4fl3fda32622,wisconsin, usa,2 days left
1319,16800,ford,cutaway,2015,clean vehicle,65179,white,  1fdwe4fl2fda28433,wisconsin, usa,2 days left
1320,15700,ford,cutaway,2015,clean vehicle,75862,white,  1fdwe4fl1fda28424,wisconsin, usa,2 days left
1321,16800,ford,cutaway,2015,clean vehicle,68319,white,  1fdwe4fl3fda32619,wisconsin, usa,2 days left
1322,19500,ford,door,2015,clean vehicle,80354,gray,  1fm5k8gt1fgb88036,wisconsin, usa,21 hours left
1323,20500,ford,door,2015,clean vehicle,51441,black,  1fm5k8f89fga62388,wisconsin, usa,2 days left
1324,17400,ford,cutaway,2015,clean vehicle,70954,white,  1fdwe4fl5fda28412,wisconsin, usa,2 days left
1325,17500,ford,door,2014,clean vehicle,92500,red,  1ftfx1ef9efc44937,wisconsin, usa,21 hours left
1326,26000,ford,door,2014,clean vehicle,66367,silver,  1ftfw1et3efb08800,illinois, usa,21 hours left
1327,56700,ford,f-150,2019,clean vehicle,13884,white,  1ftew1eg0kfa74454,kentucky, usa,21 hours left
1328,5000,ford,door,2013,clean vehicle,202565,no_color,  1fmcu9gx0duc48476,wisconsin, usa,21 hours left
1329,40200,ford,f-150,2019,clean vehicle,26484,no_color,  1ftew1e41kkc07168,kentucky, usa,21 hours left
1330,54000,ford,door,2013,clean vehicle,703,red,  1zvbp8jz3d5271544,illinois, usa,21 hours left
1331,65200,ford,max,2019,clean vehicle,18138,white,  1fmjk2at0kea08300,kentucky, usa,21 hours left
1332,32500,ford,srw,2017,clean vehicle,28007,white,  1ft8w3b63hec69791,minnesota, usa,Listing Expired
1333,25500,ford,transit,2019,clean vehicle,11251,white,  1ftyr1zm2kka42617,illinois, usa,21 hours left
1334,63000,ford,srw,2019,clean vehicle,11640,no_color,  1ft7w2bt7ked44785,illinois, usa,21 hours left
1335,44000,ford,srw,2019,clean vehicle,10763,white,  1ft7w2bt2ked42670,illinois, usa,2 days left
1336,70000,ford,drw,2019,clean vehicle,9643,no_color,  1ft8w3dt3kee48276,illinois, usa,2 days left
1337,56200,ford,srw,2019,clean vehicle,33930,gray,  1ft7w2bt6kee88988,kentucky, usa,21 hours left
1338,35000,ford,srw,2019,clean vehicle,26451,white,  1ft7w2b64kec00217,wisconsin, usa,2 days left
1339,57700,ford,srw,2019,clean vehicle,21101,red,  1ft7w2bt6kee59894,kentucky, usa,21 hours left
1340,74000,ford,drw,2019,clean vehicle,10536,no_color,  1ft8w4dt6ked32656,illinois, usa,2 days left
1341,60200,ford,srw,2019,clean vehicle,31744,white,  1ft7w2bt6ked11132,kentucky, usa,21 hours left
1342,60000,ford,srw,2018,clean vehicle,18062,black,  1ft7w2btxjeb54932,illinois, usa,2 days left
1343,63000,ford,srw,2018,clean vehicle,17942,black,  1ft7w2bt3jec31754,illinois, usa,21 hours left
1344,22500,ford,door,2014,clean vehicle,43646,black,  1ftfw1ef6efa39398,wisconsin, usa,2 days left
1345,8300,ford,energi,2014,clean vehicle,71989,gray,  3fa6p0pu0er246171,wisconsin, usa,21 hours left
1346,8300,ford,door,2012,clean vehicle,138328,white,  1fmhk8d89cga65125,wisconsin, usa,21 hours left
1347,21000,ford,door,2013,clean vehicle,95386,brown,  1ftfw1et9dke64965,wisconsin, usa,2 days left
1348,19300,ford,fusion,2019,clean vehicle,23740,black,  3fa6p0ru2kr260565,mississippi, usa,21 hours left
1349,16400,ford,fusion,2019,clean vehicle,36064,gray,  3fa6p0cd1kr118278,alabama, usa,21 hours left
1350,27300,ford,f-150,2019,clean vehicle,18805,gray,  1ftew1c4xkfc10243,mississippi, usa,21 hours left
1351,26400,ford,cab,2012,clean vehicle,151035,white,  1fduf5gt0ceb55163,wisconsin, usa,2 days left
1352,35100,ford,mustang,2019,clean vehicle,10099,red,  1fatp8ff1k5110151,mississippi, usa,21 hours left
1353,41500,ford,f-150,2018,clean vehicle,9800,black,  1ftew1e56jfa97539,new jersey, usa,1 days left
1354,34100,ford,mustang,2019,clean vehicle,10483,white,  1fatp8ff5k5106670,mississippi, usa,21 hours left
1355,28600,ford,f-150,2019,clean vehicle,17544,no_color,  1ftew1c46kkc52450,california, usa,21 hours left
1356,34100,ford,mustang,2019,clean vehicle,10167,red,  1fatp8ff0k5119522,mississippi, usa,21 hours left
1357,28700,ford,ranger,2019,clean vehicle,11457,gray,  1fter4eh5kla17864,california, usa,21 hours left
1358,24700,ford,edge,2019,clean vehicle,26590,no_color,  2fmpk3k90kbb54470,california, usa,21 hours left
1359,46500,ford,expedition,2019,clean vehicle,35346,black,  1fmju1kt7kea38431,california, usa,21 hours left
1360,29000,ford,f-150,2019,clean vehicle,12953,black,  1ftew1c59kkc39782,california, usa,21 hours left
1361,25500,ford,edge,2019,clean vehicle,26693,silver,  2fmpk3k91kbb62934,california, usa,21 hours left
1362,39500,ford,f-150,2019,clean vehicle,25071,yellow,  1ftew1e51kkc05297,california, usa,21 hours left
1363,33100,ford,f-150,2019,clean vehicle,33538,yellow,  1ftew1c54kkc38135,california, usa,21 hours left
1364,30500,ford,f-150,2019,clean vehicle,9915,gray,  1ftew1e4xkfb37968,california, usa,2 days left
1365,3600,ford,fiesta,2018,clean vehicle,1,silver,  3fadp4ej1jm128239,arizona, usa,2 days left
1366,16800,ford,fusion,2019,clean vehicle,9910,red,  3fa6p0hdxkr114772,california, usa,2 days left
1367,24000,ford,f-150,2019,clean vehicle,16765,gray,  1ftew1cp5kkc11026,texas, usa,6 days left
1368,58500,ford,expedition,2019,clean vehicle,4970,gray,  1fmju2at7kea02696,california, usa,21 hours left
1369,55000,ford,door,2017,clean vehicle,43964,black,  1ft8w3dt8hed50014,texas, usa,6 days left
1370,28800,ford,f-150,2019,clean vehicle,40785,silver,  1ftew1e49kkc40340,california, usa,21 hours left
1371,26800,ford,door,2015,clean vehicle,108998,white,  1ft8w3bt4fec75439,new jersey, usa,24 hours left
1372,36000,ford,max,2018,clean vehicle,58576,gray,  1fmjk1jt1jea23803,wisconsin, usa,22 hours left
1373,20000,ford,wagon,2018,clean vehicle,55475,white,  1fbzx2zm6jka97476,wisconsin, usa,21 hours left
1374,46700,ford,drw,2019,clean vehicle,35929,black,  1ft8w3dt6kef15629,alabama, usa,21 hours left
1375,42800,ford,srw,2019,clean vehicle,21669,silver,  1ft7w2btxkee45528,alabama, usa,21 hours left
1376,21800,ford,mustang,2018,clean vehicle,16079,no_color,  1fa6p8th0j5176725,california, usa,21 hours left
1377,18800,ford,mustang,2018,clean vehicle,41147,white,  1fa6p8th1j5133883,california, usa,2 days left
1378,18800,ford,flex,2018,clean vehicle,45798,black,  2fmgk5d88jba13550,california, usa,21 hours left
1379,30200,ford,f-150,2018,clean vehicle,21703,red,  1ftew1cp2jkd08540,california, usa,21 hours left
1380,27500,ford,explorer,2018,clean vehicle,22284,black,  1fm5k8d89jgb59845,california, usa,2 days left
1381,37500,ford,transit,2018,clean vehicle,24567,white,  1ftbw3xgxjkb24777,california, usa,2 days left
1382,19100,ford,mustang,2018,clean vehicle,30594,silver,  1fatp8uh2j5109805,california, usa,2 days left
1383,17100,ford,flex,2018,clean vehicle,52747,white,  2fmgk5d81jba01059,california, usa,21 hours left
1384,13500,ford,escape,2018,clean vehicle,21592,silver,  1fmcu0gd7jud41377,florida, usa,4 days left
1385,54500,ford,srw,2018,clean vehicle,19853,blue,  1ft7w2bt8jec80853,california, usa,2 days left
1386,9000,ford,fiesta,2018,clean vehicle,25201,gray,  3fadp4ej7jm111509,florida, usa,4 days left
1387,16400,ford,f-150,2020,clean vehicle,10351,black,  1ftew1e57lfa24246,pennsylvania, usa,2 days left
1388,17000,ford,fusion,2020,clean vehicle,1117,gray,  3fa6p0d98lr194138,pennsylvania, usa,2 days left
1389,24800,ford,door,2017,clean vehicle,37279,gold,  1ftew1ep0hfb00592,california, usa,21 hours left
1390,26800,ford,door,2017,clean vehicle,30113,red,  1ftew1ep9hfc23372,california, usa,21 hours left
1391,19400,ford,door,2017,clean vehicle,27570,white,  3fa6p0k9xhr201097,california, usa,21 hours left
1392,20000,ford,flex,2017,clean vehicle,45188,silver,  2fmgk5c83hba04539,california, usa,2 days left
1393,7000,ford,door,2012,clean vehicle,149712,silver,  1ftfw1cf5cfa60758,texas, usa,4 days left
1394,25100,ford,explorer,2017,clean vehicle,25030,gold,  1fm5k7d84hgd56068,california, usa,2 days left
1395,2000,ford,door,2013,salvage insurance,105743,gray,  3fa6p0h70dr346858,oklahoma, usa,15 days left
1396,18200,ford,fusion,2020,clean vehicle,9861,black,  3fa6p0k98lr118096,pennsylvania, usa,2 days left
1397,14200,ford,fusion,2018,clean vehicle,1751,red,  3fa6p0h76jr175058,illinois, usa,2 days left
1398,56500,ford,door,2017,clean vehicle,30629,red,  1ft7w2bt3hec44885,california, usa,2 days left
1399,2000,ford,door,2016,salvage insurance,52883,gray,  3fa6p0h7xgr182944,oklahoma, usa,15 days left
1400,26500,ford,van,2020,clean vehicle,122,white,  1ftbr1c86lka43630,pennsylvania, usa,2 days left
1401,34300,ford,srw,2019,clean vehicle,28534,white,  1ft7w2btxkee87763,florida, usa,2 hours left
1402,43500,ford,f-150,2017,clean vehicle,80699,black,  1ftfw1rg4hfa86887,california, usa,21 hours left
1403,3500,ford,door,2016,salvage insurance,72851,white,  1fa6p0hd4g5100361,oklahoma, usa,15 days left
1404,37200,ford,srw,2019,clean vehicle,24078,white,  1ft7w2bt9kef54157,florida, usa,2 hours left
1405,12800,ford,door,2017,clean vehicle,38639,orange,  1fmcu0gd4huc28156,california, usa,21 hours left
1406,15000,ford,door,2013,salvage insurance,146807,silver,  1ft7w2bt9deb86453,texas, usa,17 hours left
1407,12500,ford,door,2017,clean vehicle,31871,silver,  1fmcu0gd1hua50769,california, usa,21 hours left
1408,21500,ford,f-150,2017,clean vehicle,76876,gray,  1ftew1cp1hfa12279,california, usa,2 days left
1409,17300,ford,fusion,2019,clean vehicle,28070,white,  3fa6p0cdxkr116450,north carolina, usa,Listing Expired
1410,27000,ford,explorer,2017,clean vehicle,3189,silver,  1fm5k7dh4hga93774,california, usa,21 hours left
1411,31800,ford,el,2017,clean vehicle,28359,white,  1fmjk1kt6hea45630,florida, usa,24 hours left
1412,13000,ford,door,2017,clean vehicle,42890,gray,  1fmcu0gd4huc28111,california, usa,21 hours left
1413,31800,ford,el,2017,clean vehicle,29328,silver,  1fmjk1ktxhea45632,florida, usa,24 hours left
1414,46300,ford,door,2016,clean vehicle,47531,black,  1ft7w2bt1ged12535,california, usa,2 days left
1415,6000,ford,door,2015,clean vehicle,57345,gray,  1fa6p0h72f5106961,missouri, usa,7 days left
1416,22800,ford,door,2016,clean vehicle,67546,silver,  1ftew1cg4gke05649,california, usa,21 hours left
1417,45000,ford,expedition,2019,clean vehicle,18153,white,  1fmju2at2kea46511,pennsylvania, usa,3 days left
1418,49500,ford,expedition,2019,clean vehicle,17689,black,  1fmju2at0kea25415,pennsylvania, usa,3 days left
1419,3000,ford,van,2012,clean vehicle,137171,white,  nm0ls7bn3ct082251,missouri, usa,7 days left
1420,20000,ford,door,2015,clean vehicle,63445,gray,  1ftew1cp9fkd25357,california, usa,21 hours left
1421,25300,ford,edge,2019,clean vehicle,26422,black,  2fmpk4k98kbc02352,pennsylvania, usa,2 days left
1422,4000,ford,door,2015,salvage insurance,149319,white,  1fdrf3g6xfec28306,south carolina, usa,2 days left
1423,45500,ford,expedition,2019,clean vehicle,18767,gray,  1fmju2at5kea33705,pennsylvania, usa,3 days left
1424,9100,ford,fiesta,2018,clean vehicle,38289,silver,  3fadp4ej7jm133008,minnesota, usa,14 hours left
1425,48000,ford,expedition,2019,clean vehicle,22960,black,  1fmju2at2kea52910,pennsylvania, usa,3 days left
1426,47000,ford,max,2019,clean vehicle,17263,blue,  1fmjk2at0kea52913,pennsylvania, usa,3 days left
1427,49500,ford,expedition,2019,clean vehicle,16981,black,  1fmju2atxkea46594,pennsylvania, usa,3 days left
1428,31200,ford,wagon,2019,clean vehicle,13058,black,  1fbax2cm9kka31236,pennsylvania, usa,1 days left
1429,18500,ford,door,2014,clean vehicle,45887,white,  1zvbp8cf8e5321701,california, usa,2 days left
1430,15500,ford,escape,2019,clean vehicle,21740,silver,  1fmcu0gdxkub10166,pennsylvania, usa,2 days left
1431,30500,ford,wagon,2019,clean vehicle,17707,black,  1fbzx2ym9kka49036,pennsylvania, usa,1 days left
1432,45500,ford,max,2019,clean vehicle,19121,silver,  1fmjk2at7kea45361,pennsylvania, usa,3 days left
1433,31500,ford,wagon,2019,clean vehicle,18856,black,  1fbax2cm3kka31250,pennsylvania, usa,1 days left
1434,11000,ford,door,2013,clean vehicle,84752,white,  1fm5k8d8xdgb17544,new jersey, usa,30 minutes
1435,46500,ford,max,2019,clean vehicle,19555,white,  1fmjk2at1kea40415,pennsylvania, usa,3 days left
1436,31500,ford,wagon,2019,clean vehicle,16340,black,  1fbax2cm3kka37047,pennsylvania, usa,1 days left
1437,32000,ford,f-150,2018,clean vehicle,17242,white,  1ftew1eg8jfd74483,ohio, usa,21 hours left
1438,23900,ford,edge,2019,clean vehicle,28733,black,  2fmpk4k97kbb81428,pennsylvania, usa,2 days left
1439,31500,ford,wagon,2019,clean vehicle,16019,black,  1fbax2cm1kka31246,pennsylvania, usa,1 days left
1440,18500,ford,taurus,2016,clean vehicle,75580,black,  1fahp2kt0gg121703,ohio, usa,2 days left
1441,1500,ford,door,2013,salvage insurance,113444,white,  1fadp3e26dl161150,georgia, usa,2 days left
1442,46000,ford,max,2019,clean vehicle,19227,white,  1fmjk2at8kea45286,pennsylvania, usa,3 days left
1443,31500,ford,wagon,2019,clean vehicle,13633,black,  1fbax2cm4kka31239,pennsylvania, usa,1 days left
1444,14700,ford,van,2015,clean vehicle,37739,white,  1ftne1zmxfka31885,new jersey, usa,2 days left
1445,2700,ford,door,2013,salvage insurance,103541,green,  1fm5k8d80dgc79389,michigan, usa,2 days left
1446,47500,ford,expedition,2019,clean vehicle,24072,blue,  1fmju2at2kea33712,pennsylvania, usa,3 days left
1447,31500,ford,wagon,2019,clean vehicle,17657,black,  1fbax2cm1kka37046,pennsylvania, usa,1 days left
1448,8900,ford,door,2014,clean vehicle,77392,red,  1fmcu9gx5eua01844,new jersey, usa,2 days left
1449,7000,ford,door,2019,salvage insurance,11930,white,  1ftyr1zm3kkb00458,michigan, usa,2 days left
1450,49000,ford,expedition,2019,clean vehicle,19731,red,  1fmju2at7kea46505,pennsylvania, usa,3 days left
1451,31500,ford,wagon,2019,clean vehicle,15581,black,  1fbax2cm0kka37040,pennsylvania, usa,1 days left
1452,8900,ford,door,2014,clean vehicle,70181,black,  1fmcu9gx7eue04899,new jersey, usa,2 days left
1453,48000,ford,max,2019,clean vehicle,16143,black,  1fmjk2at1kea46571,pennsylvania, usa,3 days left
1454,50000,ford,max,2019,clean vehicle,17995,black,  1fmjk2at3kea46569,pennsylvania, usa,3 days left
1455,47300,ford,max,2019,clean vehicle,23926,black,  1fmjk2at3kea19064,pennsylvania, usa,21 hours left
1456,45000,ford,f-150,2017,clean vehicle,57929,black,  1ftfw1rg3hfa94897,louisiana, usa,8 days left
1457,49000,ford,max,2019,clean vehicle,20758,silver,  1fmjk2at5kea39283,pennsylvania, usa,3 days left
1458,40200,ford,f-150,2019,clean vehicle,10028,gray,  1ftew1e45kfc11202,texas, usa,1 days left
1459,48000,ford,max,2019,clean vehicle,21051,black,  1fmjk2at1kea46568,pennsylvania, usa,3 days left
1460,5000,ford,door,2015,clean vehicle,136307,silver,  1fa6p0h76f5128221,louisiana, usa,8 days left
1461,8200,ford,bus,2013,clean vehicle,105880,silver,  1fbne3bl5dda27813,new jersey, usa,2 days left
1462,49000,ford,max,2019,clean vehicle,19985,white,  1fmjk2at1kea45369,pennsylvania, usa,3 days left
1463,4000,ford,door,2015,clean vehicle,102590,gray,  1fa6p0h78f5126079,louisiana, usa,8 days left
1464,39000,ford,expedition,2019,clean vehicle,27612,silver,  1fmju1jtxkea33631,pennsylvania, usa,3 days left
1465,29000,ford,door,2015,clean vehicle,90855,white,  1ft7w2btxfeb19752,louisiana, usa,8 days left
1466,46500,ford,max,2019,clean vehicle,19936,silver,  1fmjk2atxkea46536,pennsylvania, usa,3 days left
1467,7805,ford,door,2015,clean vehicle,64495,gray,  1fa6p0h74f5125348,louisiana, usa,8 days left
1468,22000,ford,mustang,2018,clean vehicle,39477,gray,  1fatp8ff8j5181457,texas, usa,5 days left
1469,18800,ford,max,2019,clean vehicle,25698,black,  1fmjk1kt8kea43272,pennsylvania, usa,2 days left
1470,33000,ford,door,2015,clean vehicle,73849,blue,  1ft7w2bt0fea55852,louisiana, usa,8 days left
1471,39500,ford,expedition,2019,clean vehicle,25422,black,  1fmju1jt3kea33633,pennsylvania, usa,3 days left
1472,16900,ford,door,2015,clean vehicle,47866,black,  1fa6p8cf0f5385064,louisiana, usa,8 days left
1473,42500,ford,max,2019,clean vehicle,31236,white,  1fmjk1jt9kea20200,pennsylvania, usa,3 days left
1474,39500,ford,expedition,2019,clean vehicle,26755,gray,  1fmju1jt2kea46499,pennsylvania, usa,3 days left
1475,25500,ford,f-150,2018,clean vehicle,49177,blue,  1ftew1epxjfa22456,illinois, usa,2 days left
1476,49500,ford,max,2019,clean vehicle,20749,white,  1fmjk2at7kea40404,pennsylvania, usa,3 days left
1477,25000,ford,f-150,2018,clean vehicle,15003,white,  1ftew1eg8jfd05390,illinois, usa,2 days left
1478,40000,ford,f-150,2019,clean vehicle,12247,black,  1ftfw1e53kfb70422,pennsylvania, usa,3 days left
1479,26000,ford,f-150,2018,clean vehicle,1,black,  1ftfw1e5xjke09941,illinois, usa,2 days left
1480,29500,ford,f-150,2019,clean vehicle,10808,silver,  1ftew1e57kfc13266,pennsylvania, usa,3 days left
1481,23000,ford,f-150,2019,clean vehicle,11263,white,  1ftmf1c55kkd38708,oklahoma, usa,21 hours left
1482,25500,ford,f-150,2018,clean vehicle,42307,black,  1ftew1ep8jfb14732,illinois, usa,2 days left
1483,44500,ford,f-150,2019,clean vehicle,17484,gray,  1ftew1e40kfc09714,pennsylvania, usa,3 days left
1484,15600,ford,escape,2019,clean vehicle,37106,blue,  1fmcu0gd5kua05504,missouri, usa,9 days left
1485,23100,ford,f-150,2019,clean vehicle,9539,white,  1ftmf1c57kkd08125,oklahoma, usa,21 hours left
1486,37000,ford,f-150,2019,clean vehicle,2384,gray,  1ftew1epxkfa83324,pennsylvania, usa,3 days left
1487,14500,ford,fusion,2019,clean vehicle,20590,gray,  3fa6p0hd8kr114141,missouri, usa,9 days left
1488,23000,ford,f-150,2019,clean vehicle,13896,white,  1ftmf1c51kkd38706,oklahoma, usa,21 hours left
1489,26500,ford,f-150,2019,clean vehicle,9451,gray,  1ftfw1e43kfb70539,pennsylvania, usa,3 days left
1490,18000,ford,fusion,2017,clean vehicle,31657,red,  3fa6p0vp2hr189117,missouri, usa,9 days left
1491,35700,ford,expedition,2019,clean vehicle,33907,brown,  1fmju1jt7kea29391,oklahoma, usa,21 hours left
1492,31000,ford,f-150,2019,clean vehicle,10028,black,  1ftfw1e57kfa45438,pennsylvania, usa,3 days left
1493,2000,ford,door,2013,clean vehicle,175640,no_color,  3fa6p0h72dr150212,missouri, usa,9 days left
1494,40400,ford,max,2019,clean vehicle,30770,white,  1fmjk1jt6kea37259,oklahoma, usa,21 hours left
1495,43600,ford,f-150,2019,clean vehicle,15141,black,  1ftew1e40kfa83015,pennsylvania, usa,2 days left
1496,22600,ford,f-150,2019,clean vehicle,18431,white,  1ftmf1c5xkkc79168,oklahoma, usa,21 hours left
1497,26000,ford,f-150,2019,clean vehicle,9604,white,  1ftfw1e45kfb85334,pennsylvania, usa,3 days left
1498,23200,ford,f-150,2019,clean vehicle,9516,white,  1ftmf1c5xkkd39210,oklahoma, usa,21 hours left
1499,29000,ford,f-150,2019,clean vehicle,9718,silver,  1ftew1e45kfa45361,pennsylvania, usa,3 days left
1500,22800,ford,f-150,2019,clean vehicle,16506,white,  1ftmf1c58kkc79170,oklahoma, usa,21 hours left
1501,3450,ford,door,2015,salvage insurance,192108,white,  1fmcu9gx5fuc13614,oregon, usa,2 days left
1502,31000,ford,f-150,2019,clean vehicle,11028,white,  1ftfw1e55kfa45440,pennsylvania, usa,3 days left
1503,22900,ford,f-150,2019,clean vehicle,11313,white,  1ftmf1c59kkd08126,oklahoma, usa,21 hours left
1504,3000,ford,door,2014,salvage insurance,141595,red,  3fa6p0lu4er381093,oregon, usa,2 days left
1505,28000,ford,f-150,2019,clean vehicle,12886,silver,  1ftew1e50kfc34279,pennsylvania, usa,3 days left
1506,23200,ford,f-150,2019,clean vehicle,9556,white,  1ftmf1c53kkc79173,oklahoma, usa,21 hours left
1507,27000,ford,f-150,2019,clean vehicle,13269,blue,  1ftew1epxkkd77667,pennsylvania, usa,3 days left
1508,22800,ford,f-150,2019,clean vehicle,16770,white,  1ftmf1c55kkd08124,oklahoma, usa,21 hours left
1509,31500,ford,f-150,2019,clean vehicle,13526,red,  1ftfw1e55kfc66570,pennsylvania, usa,3 days left
1510,23400,ford,transit,2019,clean vehicle,16391,white,  1ftyr1zm9kka54926,oklahoma, usa,21 hours left
1511,28000,ford,f-150,2019,clean vehicle,11437,white,  1ftew1e57kfb37614,pennsylvania, usa,3 days left
1512,23400,ford,transit,2019,clean vehicle,17964,white,  1ftyr1ym9kka56662,oklahoma, usa,21 hours left
1513,28000,ford,f-150,2018,clean vehicle,5440,blue,  1ftew1cp8jfd42703,texas, usa,10 days left
1514,24900,ford,f-150,2019,clean vehicle,13035,white,  1ftfw1e48kkd08888,pennsylvania, usa,3 days left
1515,23500,ford,transit,2019,clean vehicle,15759,white,  1ftyr1ym0kka56663,oklahoma, usa,21 hours left
1516,36000,ford,f-150,2018,clean vehicle,30002,gray,  1ftfw1e19jfd95844,texas, usa,10 days left
1517,28700,ford,f-150,2019,clean vehicle,13673,white,  1ftfw1e44kfa45372,pennsylvania, usa,3 days left
1518,16000,ford,fusion,2018,clean vehicle,24480,silver,  3fa6p0k95jr156818,oregon, usa,29 minutes
1519,31000,ford,f-150,2019,clean vehicle,13230,white,  1ftfw1e59kfa45439,pennsylvania, usa,3 days left
1520,16500,ford,f-150,2017,clean vehicle,137789,white,  1ftfw1eg0hkd21010,oregon, usa,29 minutes
1521,28500,ford,f-150,2019,clean vehicle,13516,white,  1ftfw1e52kfb51070,pennsylvania, usa,3 days left
1522,10800,ford,escape,2017,clean vehicle,81660,black,  1fmcu9gd5huc55340,oregon, usa,29 minutes
1523,28500,ford,f-150,2019,clean vehicle,11763,white,  1ftew1ep6kfb50971,pennsylvania, usa,3 days left
1524,25000,ford,explorer,2017,clean vehicle,34165,gold,  1fm5k8fh3hgb01057,oregon, usa,29 minutes
1525,31000,ford,f-150,2019,clean vehicle,13458,white,  1ftfw1e47kfa45446,pennsylvania, usa,3 days left
1526,7800,ford,door,2016,clean vehicle,104867,black,  3fa6p0lu9gr318607,oregon, usa,29 minutes
1527,28500,ford,f-150,2019,clean vehicle,14004,white,  1ftfw1e56kfc13215,pennsylvania, usa,3 days left
1528,9500,ford,door,2016,clean vehicle,69829,silver,  3fa6p0h79gr262879,oregon, usa,29 minutes
1529,28500,ford,f-150,2019,clean vehicle,13405,silver,  1ftew1ep5kfb96789,pennsylvania, usa,3 days left
1530,14500,ford,door,2016,clean vehicle,96151,black,  1fm5k7d82gga11295,oregon, usa,29 minutes
1531,25000,ford,f-150,2019,clean vehicle,12688,black,  1ftfw1e40kkc25486,pennsylvania, usa,3 days left
1532,14500,ford,door,2016,clean vehicle,116519,white,  1ft7x2b61geb56195,oregon, usa,29 minutes
1533,28500,ford,f-150,2019,clean vehicle,12260,white,  1ftfw1e50kfc13209,pennsylvania, usa,3 days left
